grievance,urgency
"please action lein, park ki bench ko paint karna hai",LOW
"please help, houses ke paas sewage overflow ho raha hai kai dino se",HIGH
"mere ghar ke paas, drinking water contaminated hai hamare area mein",CRITICAL
I want to report that park wall needs painting please resolve this,LOW
"please help, large potholes ki wajah se vehicles ko problem ho rahi hai kai dino se",HIGH
"कृपया कार्रवाई करें, इलाके में पीने का पानी उपलब्ध नहीं है",HIGH
"in our locality, sewage is overflowing near houses in our area",HIGH
I want to report that park gate needs minor repair and residents are facing problems,LOW
कूड़ेदान कभी-कभी भर जाता है कई दिनों से,MEDIUM
मैं शिकायत करना चाहता हूं कि स्कॉलरशिप जारी नहीं हुई है हमारे इलाके में,HIGH
"हमारे इलाके में, टॉयलेट का दरवाजा टूटा हुआ है कई दिनों से",MEDIUM
"please action lein, name board kharab hai aur residents ko problem ho rahi hai",LOW
I want to report that garbej bin is overflowing occasionally please resolve this,MEDIUM
"हमारे इलाके में, पार्क की लाइट ठीक से काम नहीं कर रही है",MEDIUM
मेरे घर के पास स्ट्रीट लाइट काम नहीं कर रही है कृपया इसे जल्द हल करें,MEDIUM
"near my house, garbage collection is irregular for many days",MEDIUM
"please help, exposed electric wire on the road please resolve this",CRITICAL
there is a problem where park wall needs painting,LOW
there is a problem where park railing needs repair please resolve this,LOW
"mere ghar ke paas, park railing ki repair chahiye aur residents ko problem ho rahi hai",LOW
dangerous electric pole girne wala hai please action lein,CRITICAL
I want to report that drainage needs cleaning and residents are facing problems,MEDIUM
"हमारे इलाके में, पार्क की दीवार पर पेंट करने की जरूरत है",LOW
"please help, damaged road ki wajah se major accident hua hai aur residents ko problem ho rahi hai",CRITICAL
there is a problem where one dustbin is damaged please resolve this,LOW
"near my house, park wall needs painting in our area",LOW
main report karna chahta hoon ki residential area ke paas gas leak ho rahi hai,CRITICAL
"मेरे घर के पास, कूड़ा उठाने की व्यवस्था नियमित नहीं है हमारे इलाके में",MEDIUM
"हमारे इलाके में, पार्क की बेंच पर पेंट करने की जरूरत है कई दिनों से",LOW
hamare area mein problem hai ki children open manhole ke danger mein hain please action lein,CRITICAL
park gate ki minor repair chahiye hamare area mein,LOW
main report karna chahta hoon ki footpath mein chhota crack hai please action lein,LOW
मैं शिकायत करना चाहता हूं कि सार्वजनिक बेंच पुरानी है कई दिनों से,LOW
"hamare locality mein, drinking water contaminated hai please ise resolve karein",CRITICAL
"कृपया मदद करें, नाली आंशिक रूप से बंद है कृपया कार्रवाई करें",MEDIUM
"mere ghar ke paas, toilet ka door toot gaya hai aur residents ko problem ho rahi hai",MEDIUM
"mere ghar ke paas, area mein drinking water available nahi hai please ise resolve karein",HIGH
public bench is old please take action,LOW
"हमारे इलाके में, लोग दूषित पानी पी रहे हैं कृपया कार्रवाई करें",CRITICAL
"hamare locality mein, school ke paas open manhole hai kai dino se",CRITICAL
I want to report that large potholes are causing problems for vehicles,HIGH
"हमारे इलाके में, खराब सड़क के कारण बड़ा हादसा हुआ है कई दिनों से",CRITICAL
sewage is overflowing near houses and residents are facing problems,HIGH
there is a problem where roaad has several small cracks for many days,MEDIUM
I want to report that people are drinking contaminated water please resolve this,CRITICAL
"please help, fire emergency in a government building in our area",CRITICAL
"please help, main road badly damaged hai please ise resolve karein",HIGH
"hamare locality mein, public toilet kai dino se unusable hai",HIGH
"please take action, drainage needs cleaning please take action",MEDIUM
street sign is faded for many days,LOW
"mere ghar ke paas, name board kharab hai please ise resolve karein",LOW
"कृपया कार्रवाई करें, सरकारी इमारत में आग लगने की आपात स्थिति है हमारे इलाके में",CRITICAL
"हमारे इलाके में, पार्क के गेट की छोटी मरम्मत करनी है कृपया इसे जल्द हल करें",LOW
हमारे इलाके में कोई भी स्ट्रीट लाइट काम नहीं कर रही है कृपया इसे जल्द हल करें,HIGH
"कृपया मदद करें, पार्क की दीवार पर पेंट करने की जरूरत है हमारे इलाके में",LOW
"please take action, road is completely damaged and residents are facing problems",HIGH
"mere ghar ke paas, scholarship release nahi hui hai",HIGH
I want to report that drain is partially blocked please take action,MEDIUM
"near my house, strete sign is faded please take action",LOW
"please take action, park wall needs painting please take action",LOW
hamare area mein problem hai ki drinking water contaminated hai kai dino se,CRITICAL
drain partially blocked hai please ise resolve karein,MEDIUM
"please action lein, children open manhole ke danger mein hain please action lein",CRITICAL
"मेरे घर के पास, फुटपाथ में छोटी दरार है",LOW
dangerous electric pole girne wala hai kai dino se,CRITICAL
"please help, street light flicker kar rahi hai hamare area mein",MEDIUM
"hamare locality mein, toilet dirty hai aur use nahi ho sakta kai dino se",HIGH
"mere ghar ke paas, scholarship application ka status update nahi hua kai dino se",MEDIUM
hamare area mein problem hai ki drain partially blocked hai kai dino se,MEDIUM
"मेरे घर के पास, सड़क पर कई छोटी दरारें हैं",MEDIUM
"मेरे घर के पास, सरकारी इमारत में आग लगने की आपात स्थिति है कृपया कार्रवाई करें",CRITICAL
"hamare locality mein, park lights properly kaam nahi kar rahi hain kai dino se",MEDIUM
"कृपया मदद करें, सार्वजनिक शौचालय बहुत गंदा है और लोगों को परेशानी हो रही है",HIGH
"हमारे इलाके में, पीने का पानी दूषित है",CRITICAL
"please help, toilet door is broken and residents are facing problems",MEDIUM
"please help, no drinking water is available in the area",HIGH
"हमारे इलाके में, कूड़ेदान कभी-कभी भर जाता है कृपया इसे जल्द हल करें",MEDIUM
"please take action, no drinking wter is available in the area in our area",HIGH
हमारे इलाके में समस्या है कि मेरे घर के पास स्ट्रीट लाइट काम नहीं कर रही है कृपया इसे जल्द हल करें,MEDIUM
"please action lein, public washroom bahut dirty hai kai dino se",HIGH
"हमारे इलाके में, सड़क पर बिजली का खुला तार पड़ा है",CRITICAL
"please help, drinking water is contaminated for many days",CRITICAL
there is a problem where major accident caused by damaged rod for many days,CRITICAL
I want to report that street light near my house is not working please take action,MEDIUM
"near my house, children are exposed to an open manhole please take action",CRITICAL
हमारे इलाके में समस्या है कि सार्वजनिक टॉयलेट की मरम्मत करनी है और लोगों को परेशानी हो रही है,MEDIUM
"mere ghar ke paas, residential buildings ke paas garbage pile ho raha hai please action lein",HIGH
hamare area mein problem hai ki drain partially blocked hai aur residents ko problem ho rahi hai,MEDIUM
ek dustbin kharab hai kai dino se,LOW
मैं शिकायत करना चाहता हूं कि रिहायशी इलाके के पास गैस लीक हो रही है कृपया इसे जल्द हल करें,CRITICAL
main report karna chahta hoon ki hamare area mein koi street light kaam nahi kar rahi hai please action lein,HIGH
hamare area mein problem hai ki park ki bench ko paint karna hai,LOW
"please help, name board is damaged for many days",LOW
"कृपया कार्रवाई करें, एक कूड़ेदान खराब है",LOW
"मेरे घर के पास, नाम का बोर्ड खराब है",LOW
main report karna chahta hoon ki drain partially blocked hai hamare area mein,MEDIUM
"mere ghar ke paas, toilt ka door toot gaya hai hamare area mein",MEDIUM
main report karna chahta hoon ki area mein drinking water available nahi hai please ise resolve karein,HIGH
hamare area mein problem hai ki stret light flicker kar rahi hai please ise resolve karein,MEDIUM
एक कूड़ेदान खराब है कृपया कार्रवाई करें,LOW
"hamare locality mein, public building mein fire lagi hai please action lein",CRITICAL
"कृपया मदद करें, कूड़ेदान कभी-कभी भर जाता है कई दिनों से",MEDIUM
"near my house, open manhole near a schol",CRITICAL
"in our locality, public bench is old please take action",LOW
"कृपया कार्रवाई करें, पार्क की रेलिंग की मरम्मत करनी है कृपया इसे जल्द हल करें",LOW
hamare area mein problem hai ki scholarship release nahi hui hai hamare area mein,HIGH
there is a problem where street sign is faded for many days,LOW
"कृपया मदद करें, मेरे घर के पास स्ट्रीट लाइट काम नहीं कर रही है हमारे इलाके में",MEDIUM
हमारे इलाके में समस्या है कि पीने का पानी दूषित है,CRITICAL
there is a problem where name board is damaged and residents are facing problems,LOW
"मेरे घर के पास, नाली आंशिक रूप से बंद है",MEDIUM
"हमारे इलाके में, खराब सड़क के कारण बड़ा हादसा हुआ है कृपया इसे जल्द हल करें",CRITICAL
"near my house, fire in a public building and residents are facing problems",CRITICAL
"please help, drain partially blocked hai kai dino se",MEDIUM
ek dustbin kharab hai aur residents ko problem ho rahi hai,LOW
damaged road ki wajah se major accident hua hai please ise resolve karein,CRITICAL
fire in a public building please resolve this,CRITICAL
खतरनाक बिजली का खंभा गिरने वाला है कृपया इसे जल्द हल करें,CRITICAL
"mere ghar ke paas, government building mein fire emergency hai please ise resolve karein",CRITICAL
I want to report that street ligth is flickering,MEDIUM
"please help, park lights properly kaam nahi kar rahi hain kai dino se",MEDIUM
"मेरे घर के पास, खतरनाक बिजली का खंभा गिरने वाला है और लोगों को परेशानी हो रही है",CRITICAL
live electric wire street par gir gaya hai aur residents ko problem ho rahi hai,CRITICAL
"कृपया कार्रवाई करें, बिजली का चालू तार सड़क पर गिर गया है कृपया इसे जल्द हल करें",CRITICAL
government building mein fire emergency hai please ise resolve karein,CRITICAL
"कृपया कार्रवाई करें, पार्क की लाइट ठीक से काम नहीं कर रही है कृपया इसे जल्द हल करें",MEDIUM
मैं शिकायत करना चाहता हूं कि घरों के पास सीवेज का पानी बह रहा है हमारे इलाके में,HIGH
"please help, ek dustbin kharab hai aur residents ko problem ho rahi hai",LOW
"near my house, name board is damaged for many days",LOW
"हमारे इलाके में, पानी की सप्लाई नियमित नहीं है और लोगों को परेशानी हो रही है",MEDIUM
"near my house, one dustbin is damaged for many days",LOW
हमारे इलाके में समस्या है कि हमारे इलाके में कोई भी स्ट्रीट लाइट काम नहीं कर रही है हमारे इलाके में,HIGH
I want to report that drainage needs cleaning for many days,MEDIUM
I want to report that street light is flickering for many days,MEDIUM
I want to report that garbage bin is overflowing occasionally please resolve this,MEDIUM
there is a problem where park railing needs repair in our area,LOW
"कृपया मदद करें, टॉयलेट का दरवाजा टूटा हुआ है कृपया इसे जल्द हल करें",MEDIUM
मैं शिकायत करना चाहता हूं कि स्कूल के पास खुला मैनहोल है हमारे इलाके में,CRITICAL
"hamare locality mein, stret sign faded ho gaya hai please action lein",LOW
पानी की सप्लाई नियमित नहीं है और लोगों को परेशानी हो रही है,MEDIUM
drain is partially blocked please resolve this,MEDIUM
"please help, drainage ki cleaning chahiye please ise resolve karein",MEDIUM
पानी की सप्लाई नियमित नहीं है कई दिनों से,MEDIUM
"मेरे घर के पास, मुख्य सड़क पर बहुत सारे गड्ढे हैं कृपया इसे जल्द हल करें",HIGH
scholrship application ka status update nahi hua please action lein,MEDIUM
"कृपया कार्रवाई करें, टॉयलेट गंदा है और इस्तेमाल करने लायक नहीं है हमारे इलाके में",HIGH
"please help, public bench purani hai please action lein",LOW
drinking water contaminated hai kai dino se,CRITICAL
sewage is overflowing near houses please take action,HIGH
"मेरे घर के पास, नाम का बोर्ड खराब है कृपया इसे जल्द हल करें",LOW
"please help, road par exposed electric wire pada hai",CRITICAL
"मेरे घर के पास, मुख्य सड़क पर बहुत सारे गड्ढे हैं कृपया इसे जल्द हल करें",HIGH
पीने का पानी दूषित है और लोगों को परेशानी हो रही है,CRITICAL
"please help, public toilet needs repair for many days",MEDIUM
पार्क के गेट की छोटी मरम्मत करनी है कृपया इसे जल्द हल करें,LOW
"please help, public washroom bahut dirty hai kai dino se",HIGH
"hamare locality mein, strete light flicker kar rahi hai please ise resolve karein",MEDIUM
"मेरे घर के पास, पार्क के गेट की छोटी मरम्मत करनी है कृपया कार्रवाई करें",LOW
हमारे इलाके में समस्या है कि पार्क के गेट की छोटी मरम्मत करनी है कई दिनों से,LOW
I want to report that park lights are not working properly in our area,MEDIUM
"मेरे घर के पास, टॉयलेट का दरवाजा टूटा हुआ है कृपया कार्रवाई करें",MEDIUM
"please help, dangerous electric pole is about to fall",CRITICAL
"in our locality, park gate needs minor repair",LOW
hamare area mein problem hai ki log contaminated water pee rahe hain aur residents ko problem ho rahi hai,CRITICAL
"कृपया कार्रवाई करें, सार्वजनिक बेंच पुरानी है कृपया कार्रवाई करें",LOW
हमारे इलाके में समस्या है कि सड़क पर कई छोटी दरारें हैं और लोगों को परेशानी हो रही है,MEDIUM
मैं शिकायत करना चाहता हूं कि नाम का बोर्ड खराब है हमारे इलाके में,LOW
"please take action, exposed electric wire on the rod and residents are facing problems",CRITICAL
"in our locality, main road is badly damaged please take action",HIGH
हमारे इलाके में समस्या है कि सड़क पर कई छोटी दरारें हैं हमारे इलाके में,MEDIUM
"hamare locality mein, toilet dirty hai aur use nahi ho sakta",HIGH
"please help, many potholes are present on the main road please take action",HIGH
there is a problem where one dustbin is damaged for many days,LOW
पार्क की बेंच पर पेंट करने की जरूरत है कृपया कार्रवाई करें,LOW
"in our locality, street light near my house is not working please resolve this",MEDIUM
"हमारे इलाके में, लोग दूषित पानी पी रहे हैं कृपया इसे जल्द हल करें",CRITICAL
"हमारे इलाके में, एक कूड़ेदान खराब है और लोगों को परेशानी हो रही है",LOW
footpath has a small crack,LOW
fire in a public building for many days,CRITICAL
hamare area mein koi strete light kaam nahi kar rahi hai kai dino se,HIGH
"मेरे घर के पास, मुख्य सड़क बहुत खराब हो गई है हमारे इलाके में",HIGH
"near my house, scholarship application status is not updated please take action",MEDIUM
"hamare locality mein, park gate ki minor repair chahiye hamare area mein",LOW
I want to report that children are exposed to an open manhole for many days,CRITICAL
"please help, footpath mein chhota crack hai please action lein",LOW
area mein drinking water available nahi hai,HIGH
"please help, scholarship release nahi hui hai",HIGH
there is a problem where park railing needs repair and residents are facing problems,LOW
hamare area mein problem hai ki public washroom bahut dirty hai please ise resolve karein,HIGH
"in our locality, many potholes are present on the main road in our area",HIGH
"हमारे इलाके में, स्कूल के पास खुला मैनहोल है कई दिनों से",CRITICAL
हमारे इलाके में समस्या है कि सड़क पर बिजली का खुला तार पड़ा है कृपया इसे जल्द हल करें,CRITICAL
"near my house, large pothoels are causing problems for vehicles please resolve this",HIGH
"near my house, park lights are not working properly for many days",MEDIUM
public toilet needs repair and residents are facing problems,MEDIUM
"कृपया मदद करें, मुख्य सड़क पर सीवेज का पानी बह रहा है",CRITICAL
"please help, park railing needs repair please resolve this",LOW
मैं शिकायत करना चाहता हूं कि हमारे इलाके में पानी की सप्लाई नहीं है,HIGH
"hamare locality mein, hamare area mein koi street ligt kaam nahi kar rahi hai please action lein",HIGH
"please help, park gate ki minor repair chahiye aur residents ko problem ho rahi hai",LOW
"please help, mere ghar ke paas street ligt kaam nahi kar rahi hai",MEDIUM
"कृपया मदद करें, लोग दूषित पानी पी रहे हैं कृपया इसे जल्द हल करें",CRITICAL
I want to report that park bench needs painting please take action,LOW
I want to report that fire emergency in a government building please take action,CRITICAL
"please help, there is no wter supply in our locality",HIGH
"हमारे इलाके में, पार्क के गेट की छोटी मरम्मत करनी है",LOW
बच्चे खुले मैनहोल के खतरे में हैं कृपया कार्रवाई करें,CRITICAL
"mere ghar ke paas, main road par sewage water overflow ho raha hai",CRITICAL
children are exposed to an open manhole for many days,CRITICAL
"कृपया मदद करें, फुटपाथ में छोटी दरार है",LOW
"please action lein, residential area ke paas gas leak ho rahi hai please ise resolve karein",CRITICAL
"please take action, public toilet needs repair and residents are facing problems",MEDIUM
"mere ghar ke paas, footpath mein chhota crack hai please action lein",LOW
"hamare locality mein, road completely damaged ho gayi hai please action lein",HIGH
fire in a public building please take action,CRITICAL
"please help, garbge collection regular nahi hai please action lein",MEDIUM
"हमारे इलाके में, पानी की सप्लाई नियमित नहीं है और लोगों को परेशानी हो रही है",MEDIUM
"हमारे इलाके में, बिजली का चालू तार सड़क पर गिर गया है और लोगों को परेशानी हो रही है",CRITICAL
"in our locality, fire in a public building for many days",CRITICAL
residential area ke paas gas leak ho rahi hai kai dino se,CRITICAL
मैं शिकायत करना चाहता हूं कि एक कूड़ेदान खराब है हमारे इलाके में,LOW
"please help, public building mein fire lagi hai",CRITICAL
मैं शिकायत करना चाहता हूं कि एक कूड़ेदान खराब है कृपया कार्रवाई करें,LOW
"कृपया मदद करें, मुख्य सड़क बहुत खराब हो गई है और लोगों को परेशानी हो रही है",HIGH
"please help, drainage ki cleaning chahiye hamare area mein",MEDIUM
"near my house, one dustbin is damaged please take action",LOW
rod par kai small cracks hain,MEDIUM
"कृपया मदद करें, स्ट्रीट लाइट बार-बार झपक रही है कृपया इसे जल्द हल करें",MEDIUM
"कृपया मदद करें, कूड़ा उठाने की व्यवस्था नियमित नहीं है कई दिनों से",MEDIUM
park railing needs repair,LOW
hamare area mein problem hai ki public tolet kai dino se unusable hai please ise resolve karein,HIGH
"please help, fire emergency in a government building for many days",CRITICAL
there is a problem where schoship application status is not updated please resolve this,MEDIUM
"कृपया मदद करें, सार्वजनिक टॉयलेट कई दिनों से इस्तेमाल नहीं हो रहा है",HIGH
"हमारे इलाके में, इलाके में पीने का पानी उपलब्ध नहीं है",HIGH
"mere ghar ke paas, toilet ka door toot gaya hai please ise resolve karein",MEDIUM
"near my house, no drinking water is available in the area and residents are facing problems",HIGH
"hamare locality mein, residential buildings ke paas garbage pile ho raha hai please action lein",HIGH
"please help, stret light flicker kar rahi hai hamare area mein",MEDIUM
there is a problem where exposed electric wire on the roaad and residents are facing problems,CRITICAL
"hamare locality mein, main road par bahut saare pothoels hain",HIGH
main report karna chahta hoon ki drinking water contaminated hai please action lein,CRITICAL
hamare area mein problem hai ki residential buildings ke paas garbge pile ho raha hai,HIGH
"in our locality, there is no wter supply in our locality",HIGH
hamare area mein problem hai ki residential buildings ke paas garbage pile ho raha hai hamare area mein,HIGH
"near my house, people are drinking contaminated water please resolve this",CRITICAL
"please take action, park bench needs painting and residents are facing problems",LOW
"कृपया मदद करें, नाम का बोर्ड खराब है",LOW
there is a problem where main road is badly damaged in our area,HIGH
toilet door is broken in our area,MEDIUM
park ki bench ko paint karna hai aur residents ko problem ho rahi hai,LOW
"हमारे इलाके में, खराब सड़क के कारण बड़ा हादसा हुआ है कृपया इसे जल्द हल करें",CRITICAL
"हमारे इलाके में, सार्वजनिक शौचालय बहुत गंदा है कई दिनों से",HIGH
मैं शिकायत करना चाहता हूं कि फुटपाथ में छोटी दरार है हमारे इलाके में,LOW
"please help, main roaad badly damaged hai please action lein",HIGH
there is a problem where no drinking water is available in the area please take action,HIGH
हमारे इलाके में समस्या है कि हमारे इलाके में पानी की सप्लाई नहीं है कई दिनों से,HIGH
"please take action, no drinking water is available in the area in our area",HIGH
there is a problem where no drinking water is available in the area in our area,HIGH
main report karna chahta hoon ki drainage ki cleaning chahiye hamare area mein,MEDIUM
"hamare locality mein, main road par sewage water overflow ho raha hai please action lein",CRITICAL
I want to report that drain is partially blocked and residents are facing problems,MEDIUM
"near my house, park bench needs painting for many days",LOW
main report karna chahta hoon ki residential buildings ke paas garbage pile ho raha hai please ise resolve karein,HIGH
"please action lein, name board kharab hai please ise resolve karein",LOW
there is a problem where public toilt needs repair in our area,MEDIUM
"हमारे इलाके में, मेरे घर के पास स्ट्रीट लाइट काम नहीं कर रही है और लोगों को परेशानी हो रही है",MEDIUM
"कृपया कार्रवाई करें, पानी की सप्लाई नियमित नहीं है कृपया कार्रवाई करें",MEDIUM
there is a problem where park lights are not working properly please take action,MEDIUM
"मेरे घर के पास, कई दिनों से कूड़ा नहीं उठाया गया है हमारे इलाके में",HIGH
"हमारे इलाके में, नाली आंशिक रूप से बंद है हमारे इलाके में",MEDIUM
मैं शिकायत करना चाहता हूं कि कूड़ा उठाने की व्यवस्था नियमित नहीं है हमारे इलाके में,MEDIUM
"हमारे इलाके में, स्ट्रीट लाइट बार-बार झपक रही है कृपया कार्रवाई करें",MEDIUM
I want to report that live electric wire has fallen onto the stret in our area,CRITICAL
"कृपया मदद करें, स्कूल के पास खुला मैनहोल है कृपया कार्रवाई करें",CRITICAL
"मेरे घर के पास, घरों के पास सीवेज का पानी बह रहा है",HIGH
public washrom bahut dirty hai please action lein,HIGH
"hamare locality mein, park ki bench ko paint karna hai kai dino se",LOW
drinking water contaminated hai kai dino se,CRITICAL
"कृपया कार्रवाई करें, एक कूड़ेदान खराब है हमारे इलाके में",LOW
main report karna chahta hoon ki name board kharab hai hamare area mein,LOW
drinking water contaminated hai,CRITICAL
hamare locality mein water supply nahi hai please ise resolve karein,HIGH
"mere ghar ke paas, drain partially blocked hai aur residents ko problem ho rahi hai",MEDIUM
मैं शिकायत करना चाहता हूं कि टॉयलेट गंदा है और इस्तेमाल करने लायक नहीं है,HIGH
"please help, children open manhole ke danger mein hain hamare area mein",CRITICAL
"मेरे घर के पास, एक कूड़ेदान खराब है कृपया कार्रवाई करें",LOW
"कृपया मदद करें, सार्वजनिक इमारत में आग लगी है कई दिनों से",CRITICAL
"कृपया कार्रवाई करें, सड़क का साइन बोर्ड धुंधला है और लोगों को परेशानी हो रही है",LOW
main report karna chahta hoon ki garbge bin kabhi kabhi overflow ho jata hai kai dino se,MEDIUM
मैं शिकायत करना चाहता हूं कि खराब सड़क के कारण बड़ा हादसा हुआ है कई दिनों से,CRITICAL
"हमारे इलाके में, हमारे इलाके में कोई भी स्ट्रीट लाइट काम नहीं कर रही है",HIGH
there is a problem where road is completely damaged and residents are facing problems,HIGH
"मेरे घर के पास, सार्वजनिक शौचालय बहुत गंदा है",HIGH
"हमारे इलाके में, लोग दूषित पानी पी रहे हैं",CRITICAL
टॉयलेट गंदा है और इस्तेमाल करने लायक नहीं है कृपया इसे जल्द हल करें,HIGH
बिजली का चालू तार सड़क पर गिर गया है हमारे इलाके में,CRITICAL
मैं शिकायत करना चाहता हूं कि एक कूड़ेदान खराब है,LOW
hamare area mein problem hai ki public building mein fire lagi hai aur residents ko problem ho rahi hai,CRITICAL
"हमारे इलाके में, नाली की सफाई की जरूरत है कृपया कार्रवाई करें",MEDIUM
"हमारे इलाके में, लोग दूषित पानी पी रहे हैं कई दिनों से",CRITICAL
main report karna chahta hoon ki ek dustbin kharab hai,LOW
"हमारे इलाके में, टॉयलेट गंदा है और इस्तेमाल करने लायक नहीं है और लोगों को परेशानी हो रही है",HIGH
"please action lein, drainage ki cleaning chahiye please ise resolve karein",MEDIUM
I want to report that major accident caused by damaged roaad please resolve this,CRITICAL
there is a problem where garbage has not been collected for many days please take action,HIGH
I want to report that park wall needs painting and residents are facing problems,LOW
"हमारे इलाके में, नाम का बोर्ड खराब है हमारे इलाके में",LOW
हमारे इलाके में समस्या है कि सार्वजनिक शौचालय बहुत गंदा है और लोगों को परेशानी हो रही है,HIGH
hamare area mein problem hai ki drain partially blocked hai please action lein,MEDIUM
"कृपया मदद करें, कई दिनों से कूड़ा नहीं उठाया गया है कृपया कार्रवाई करें",HIGH
"please take action, dangerous electric pole is about to fall please take action",CRITICAL
hamare area mein problem hai ki ek dustbin kharab hai please action lein,LOW
"mere ghar ke paas, public toilt ki repair chahiye aur residents ko problem ho rahi hai",MEDIUM
"near my house, no drinking water is available in the area and residents are facing problems",HIGH
"please take action, fire in a public building please resolve this",CRITICAL
main report karna chahta hoon ki main road par bahut saare potholes hain,HIGH
"please take action, drinking water is contaminated please take action",CRITICAL
"please take action, drinking watr is contaminated please resolve this",CRITICAL
main roaad par sewage water overflow ho raha hai aur residents ko problem ho rahi hai,CRITICAL
"कृपया कार्रवाई करें, रिहायशी इलाके के पास गैस लीक हो रही है और लोगों को परेशानी हो रही है",CRITICAL
public washroom is very dirty,HIGH
public bench is old for many days,LOW
"कृपया मदद करें, घरों के पास सीवेज का पानी बह रहा है कई दिनों से",HIGH
"mere ghar ke paas, public toilett kai dino se unusable hai hamare area mein",HIGH
there is a problem where garbge bin is overflowing occasionally in our area,MEDIUM
"please help, damaged roaad ki wajah se major accident hua hai please action lein",CRITICAL
"in our locality, gas leak near residential area please resolve this",CRITICAL
"near my house, public bench is old and residents are facing problems",LOW
"mere ghar ke paas, houses ke paas sewage overflow ho raha hai",HIGH
मैं शिकायत करना चाहता हूं कि नाली आंशिक रूप से बंद है और लोगों को परेशानी हो रही है,MEDIUM
"hamare locality mein, street sign faded ho gaya hai hamare area mein",LOW
ek dustbin kharab hai aur residents ko problem ho rahi hai,LOW
"मेरे घर के पास, मुख्य सड़क बहुत खराब हो गई है और लोगों को परेशानी हो रही है",HIGH
there is a problem where children are exposed to an open manhole in our area,CRITICAL
"mere ghar ke paas, children open manhole ke danger mein hain hamare area mein",CRITICAL
"कृपया मदद करें, फुटपाथ में छोटी दरार है",LOW
public toilet needs repair please resolve this,MEDIUM
"mere ghar ke paas, live electric wire street par gir gaya hai please action lein",CRITICAL
"please action lein, public bench purani hai",LOW
street light flicker kar rahi hai,MEDIUM
there is a problem where park bench needs painting for many days,LOW
"near my house, scholarshp application status is not updated please take action",MEDIUM
"कृपया कार्रवाई करें, स्कूल के पास खुला मैनहोल है",CRITICAL
"please help, park wall needs painting and residents are facing problems",LOW
"कृपया मदद करें, नाम का बोर्ड खराब है",LOW
hamare area mein problem hai ki damaged rod ki wajah se major accident hua hai please action lein,CRITICAL
"please help, water supply is irregular",MEDIUM
"हमारे इलाके में, पार्क की रेलिंग की मरम्मत करनी है कृपया कार्रवाई करें",LOW
"hamare locality mein, street sign faded ho gaya hai aur residents ko problem ho rahi hai",LOW
मैं शिकायत करना चाहता हूं कि बच्चे खुले मैनहोल के खतरे में हैं कृपया इसे जल्द हल करें,CRITICAL
"near my house, there is no water supply in our locality",HIGH
"mere ghar ke paas, scholarship application ka status update nahi hua please ise resolve karein",MEDIUM
हमारे इलाके में समस्या है कि कूड़ेदान कभी-कभी भर जाता है कृपया कार्रवाई करें,MEDIUM
"कृपया मदद करें, नाली की सफाई की जरूरत है हमारे इलाके में",MEDIUM
"please help, large pothols ki wajah se vehicles ko problem ho rahi hai hamare area mein",HIGH
"in our locality, main road is badly damaged please take action",HIGH
सार्वजनिक इमारत में आग लगी है कृपया इसे जल्द हल करें,CRITICAL
hamare area mein problem hai ki garbge collection regular nahi hai aur residents ko problem ho rahi hai,MEDIUM
"please help, name board kharab hai please ise resolve karein",LOW
"हमारे इलाके में, स्कूल के पास खुला मैनहोल है",CRITICAL
footpath has a small crack please resolve this,LOW
main report karna chahta hoon ki public washrm bahut dirty hai hamare area mein,HIGH
"please action lein, public bench purani hai",LOW
"please help, road is completely damaged",HIGH
"please help, major accident caused by damaged road",CRITICAL
road par exposed electric wire pada hai please ise resolve karein,CRITICAL
"mere ghar ke paas, park lights properly kaam nahi kar rahi hain please ise resolve karein",MEDIUM
पार्क की दीवार पर पेंट करने की जरूरत है और लोगों को परेशानी हो रही है,LOW
"हमारे इलाके में, पार्क की बेंच पर पेंट करने की जरूरत है कई दिनों से",LOW
drain is partially blocked in our area,MEDIUM
हमारे इलाके में समस्या है कि बिजली का चालू तार सड़क पर गिर गया है कृपया कार्रवाई करें,CRITICAL
one dustbin is damaged and residents are facing problems,LOW
fire in a public building in our area,CRITICAL
"please help, park ki bench ko paint karna hai hamare area mein",LOW
"please help, main road par bahut saare potholes hain hamare area mein",HIGH
"please action lein, damaged road ki wajah se major accident hua hai kai dino se",CRITICAL
there is a problem where road has several small cracks and residents are facing problems,MEDIUM
"कृपया मदद करें, हमारे इलाके में कोई भी स्ट्रीट लाइट काम नहीं कर रही है",HIGH
"near my house, water supply is irregular in our area",MEDIUM
सार्वजनिक बेंच पुरानी है कई दिनों से,LOW
"mere ghar ke paas, drainage ki cleaning chahiye",MEDIUM
water supply regular nahi hai please ise resolve karein,MEDIUM
"कृपया कार्रवाई करें, स्कॉलरशिप जारी नहीं हुई है कृपया कार्रवाई करें",HIGH
hamare area mein problem hai ki park gate ki minor repair chahiye please ise resolve karein,LOW
"please help, children are exposed to an open manhole please take action",CRITICAL
हमारे इलाके में समस्या है कि स्कूल के पास खुला मैनहोल है कृपया इसे जल्द हल करें,CRITICAL
"mere ghar ke paas, main road par sewage water overflow ho raha hai kai dino se",CRITICAL
"हमारे इलाके में, इलाके में पीने का पानी उपलब्ध नहीं है हमारे इलाके में",HIGH
"mere ghar ke paas, main rod badly damaged hai hamare area mein",HIGH
