grievance_id,text,category
GRV101555,"Namaste sir, जननी सुरक्षा योजना का पैसा Wright Town अस्पताल से 15 din में नहीं मिला डिलीवरी के बाद।",Healthcare & Hospitals
GRV101894,सरकारी स्कूल Kotwali area में छात्रवृत्ति 5000 रुपए अभी तक नहीं आई। Kripya jald samadhan karein.,Education & Schools
GRV100670,"Kachra collection van Jaipur area mein bilkul nahi aati, ghar ghar se kachra sadak par phenkna padta hai. Please take urgent action.",Sanitation & Garbage
GRV101003,"महोदय, Old age pension band ho gayi hai bina bataye, Ashok Gupta ko problem ho rahi hai. Kripya jald samadhan karein.",Pension & Provident Fund
GRV102987,"महोदय, Character certificate Napier Town police station se 1 hafta se pending h, job joining rukh gayi hai. Otherwise we will protest.",Municipal Certificates
GRV102188,"Sir/Madam, मेरे खाते से 10000 रुपए गलत तरीके से कट गए Raipur शाखा से, वापस दिलवाएं। Kripya jald samadhan karein.",Banking & Financial Services
GRV100701,"Dear officer, सफाई विभाग Ward 12 में डोर टू डोर कचरा कलेक्शन बंद कर चुका है 15 din से। Sadar naman.",Sanitation & Garbage
GRV102601,"Namaste sir, Government scheme ka labh Pooja Sharma ko Model Town mein tabhi mila jab 5000 rupaye commission diya.",Corruption & Bribery
GRV102496,"Bina ghoos diye Lucknow sarkari office mein koi kaam nhi hota, staff khule aam paise maangta h.",Corruption & Bribery
GRV100293,"Namaste sir, High voltage ki wajah se Gandhi Nagar mein kai gharo ke appliance jal gaye, compensation chahiye. Please take urgent action.",Electricity
GRV102655,"Respected Sir, Government scheme ka labh Kavita Singh ko Sector 7 mein tabhi mila jab 1500 rupaye commission diya. Kripya jald samadhan karein.",Corruption & Bribery
GRV102800,बेरोजगारी भत्ता Wright Town employment office se 3 days से नहीं मिला आवेदन के बावजूद। Kripya jald samadhan karein.,Employment & Labour
GRV102875,"Namaste sir, Construction site Kotwali area par bina helmet aur safety belt ke kaam karwaya ja raha hai mazdooro se.",Employment & Labour
GRV101094,"Namaste sir, भू-अभिलेख में गलती है, कृपया तहसीलदार Jabalpur को निर्देश दें ठीक करने का। कृपया जल्द कार्रवाई करें।",Land Records & Revenue
GRV102746,"श्रम कार्यालय Ranchi में मजदूर के हक की शिकायत 1 mahine से लंबित है, कोई सुनवाई नहीं हुई। Sadar naman.",Employment & Labour
GRV100859,"Namaste sir, मेरी पीएफ की राशि 3000 रुपए अभी तक ट्रांसफर नहीं हुई, two weeks हो गए आवेदन दिए। Thank you.",Pension & Provident Fund
GRV101456,"Sir/Madam, Illegal encroachment aur jua Sector 7 mohalle mein khule aam chal raha hai, police mook drashak bani hai. Bahut pareshaan hain hum log.",Police & Law and Order
GRV101517,"Sir/Madam, आयुष्मान कार्ड Sector 7 अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया।",Healthcare & Hospitals
GRV100667,"Namaste sir, गंदगी की वजह से Indore में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है। Sadar naman.",Sanitation & Garbage
GRV101495,पुलिस थाना Model Town में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। Bahut pareshaan hain hum log.,Police & Law and Order
GRV102604,"Sir/Madam, सरकारी दफ्तर Wright Town में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती। Sadar naman.",Corruption & Bribery
GRV101858,"Respected Sir, Teacher transfer Adhartal school se 1 mahine pehle hua tha, replacement abhi tak nahi mila, class khali padi hai. Kripya jald samadhan karein.",Education & Schools
GRV103070,"Sir/Madam, OBC certificate Ranchi tehsil se renew karwana tha, 2 hafte se application stuck hai portal par. Please take urgent action.",Municipal Certificates
GRV103064,"Sir/Madam, Domicile certificate Adhartal mein 20 din se atka hua hai, job application ki deadline nikal rahi hai. Kripya jald samadhan karein.",Municipal Certificates
GRV100414,"No streetlight on the main road of Model Town, very unsafe at night for two weeks now.",Roads & Infrastructure
GRV100954,"Respected Sir, EPF transfer Varanasi regional office se one week se atka hai, naya employer wait kar raha hai. Otherwise we will protest.",Pension & Provident Fund
GRV100327,"Sir/Madam, High voltage ki wajah se Model Town mein kai gharo ke appliance jal gaye, compensation chahiye. Sadar naman.",Electricity
GRV101186,"Respected Sir, अतिक्रमण Gwalior में मेरी जमीन पर हुआ है, पटवारी और तहसीलदार को two weeks पहले शिकायत दी थी। कृपया जल्द कार्रवाई करें।",Land Records & Revenue
GRV100934,"Dear officer, मेरी पीएफ की राशि 2000 रुपए अभी तक ट्रांसफर नहीं हुई, 1 mahine हो गए आवेदन दिए। Kripya jald samadhan karein.",Pension & Provident Fund
GRV102709,"EPFO complain diya tha 15 din pehle, response nhi aaya Lucknow regional office se. Bahut pareshaan hain hum log.",Employment & Labour
GRV100188,"Dear officer, Hamare Model Town mohalle mein pichle two weeks se paani nhi aa raha h, jldi thik karwaye.",Water Supply
GRV100285,"बिजली का खंभा टूट कर सड़क पर गिरा है Shastri Colony में, दुर्घटना हो सकती है, कृपया जल्दी हटवाएं।",Electricity
GRV102886,"महोदय, श्रम कार्यालय Adhartal में मजदूर के हक की शिकायत a month से लंबित है, कोई सुनवाई नहीं हुई। कृपया जल्द कार्रवाई करें।",Employment & Labour
GRV100788,"Dear officer, PF withdrawal request 1 hafta se pending h, office se koi response nhi mil raha. Sadar naman.",Pension & Provident Fund
GRV102365,"Sir/Madam, Bank Napier Town branch mein loan application 10 din se pending h, koi jawab nahi mil raha. Sadar naman.",Banking & Financial Services
GRV101482,"गुमशुदगी की रिपोर्ट Madan Mahal थाने में 2 hafte पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई। कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV102534,"Panchayat Napier Town mein yojna ka paisa bina commission diye release nhi hota, sarpanch ghoos maangta h. Otherwise we will protest.",Corruption & Bribery
GRV102575,"Officer Lucknow mein bina paise liye certificate nahi de raha, complain chahiye. Please take urgent action.",Corruption & Bribery
GRV101201,"Respected Sir, अतिक्रमण Jaipur में मेरी जमीन पर हुआ है, पटवारी और तहसीलदार को 5 din पहले शिकायत दी थी। Kripya jald samadhan karein.",Land Records & Revenue
GRV102262,"Bank Kotwali area branch mein loan application one week se pending hai, koi jawab nahi mil raha. Please take urgent action.",Banking & Financial Services
GRV100323,"महोदय, Streetlights Kotwali area mein 2 hafte se band hai, raat ko andhera rehta hai bijli na hone se. कृपया जल्द कार्रवाई करें।",Electricity
GRV101551,"Sir/Madam, अस्पताल Napier Town में सफाई की बहुत खराब स्थिति है, संक्रमण फैलने का डर है। Bahut pareshaan hain hum log.",Healthcare & Hospitals
GRV100512,"Sir/Madam, पुल Patna में टूटा हुआ है, बच्चे स्कूल जाने में डरते हैं, कृपया जल्दी बनवाएं।",Roads & Infrastructure
GRV102197,"Fraud transaction 10000 rupaye ka Kanpur branch account se hua hai, turant jaanch karwaye. Kripya jald samadhan karein.",Banking & Financial Services
GRV101882,"Dear officer, School building Civil Lines mein chhat tapakti hai barish mein, khatarnak sthiti hai. Sadar naman.",Education & Schools
GRV102989,"Respected Sir, Caste certificate Kotwali area tehsil office mein 3 days se pending hai, admission ki last date nikal rahi hai. Otherwise we will protest.",Municipal Certificates
GRV100178,"Municipal water connection Ranchi mein kaat diya gaya bina notice diye, paani ke bina pareshani ho rahi hai. Otherwise we will protest.",Water Supply
GRV101084,"Sir/Madam, Zameen ka naamantaran Kanpur tehsil mein 5 din se pending hai. Otherwise we will protest.",Land Records & Revenue
GRV102473,Madan Mahal office mein kaam karwane ke liye clerk 5000 rupaye ghoos maang raha hai.,Corruption & Bribery
GRV101409,"Dear officer, Theft complain diye 20 din ho gaye Madan Mahal mein, koi action nahi hua abhi tak. Bahut pareshaan hn hum log.",Police & Law and Order
GRV101471,"Illegal encroachment aur jua Ranchi mohalle mein khule aam chal raha hai, police mook drashak bani hai. Bahut pareshaan hain hum log.",Police & Law and Order
GRV100397,"Dear officer, Power cut every day in Civil Lines for hours, complaint filed 5 din ago no action. Thank you.",Electricity
GRV101557,"Sir/Madam, Free treatment scheme card ban gaya lekin hospital Shastri Colony mein accept nahi kar rahe.",Healthcare & Hospitals
GRV100380,"Transformer blast ho gaya Lucknow mein, area mein bijli nahi hai 1 mahine se, jaldi replace karwaye. Bahut pareshaan hain hum log.",Electricity
GRV100419,"Dear officer, सड़क किनारे रेलिंग टूटी हुई है Jabalpur में, वाहन गिरने का खतरा बना हुआ है। Bahut pareshaan hn hum log.",Roads & Infrastructure
GRV101379,पुलिस थाना Lucknow में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। Kripya jald samadhan karein.,Police & Law and Order
GRV100882,"Widow pension application Adhartal office mein submit kiya tha, 5 din se koi update nahi. Thank you.",Pension & Provident Fund
GRV100637,"Garbage dump Madan Mahal mohalle ke beech mein bana diya gaya hai, badbu aur bimari phail rahi hai. कृपया जल्द कार्रवाई करें।",Sanitation & Garbage
GRV101139,"Respected Sir, Patta zameen ka record Varanasi revenue office se galat show ho raha hai online portal par. Otherwise we will protest.",Land Records & Revenue
GRV101394,"Respected Sir, गुमशुदगी की रिपोर्ट Indore थाने में 3 din पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई। कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV101732,"महोदय, जननी सुरक्षा योजना का पैसा Civil Lines अस्पताल से 20 din में नहीं मिला डिलीवरी के बाद। Otherwise we will protest.",Healthcare & Hospitals
GRV102860,"Sir/Madam, EPFO complaint diya tha 2 hafte pehle, response nahi aaya Kotwali area regional office se. Kripya jald samadhan karein.",Employment & Labour
GRV100654,"नाली Adhartal में जाम पड़ी है 2 hafte से, सफाई विभाग को कई बार बताया लेकिन कोई कार्रवाई नहीं हुई। Otherwise we will protest.",Sanitation & Garbage
GRV100027,"महोदय, जल आपूर्ति विभाग Raipur में शिकायत के बाद भी पानी की लाइन ठीक नहीं कर रहा। कृपया जल्द कार्रवाई करें।",Water Supply
GRV101140,"Respected Sir, Zameen ka daakhil kharij Nagpur tehsil mein 5 din se atka hua hai, koi karyawahi nahi ho rahi.",Land Records & Revenue
GRV102414,बैंक Gandhi Nagar में सरकारी योजना का पैसा 1000 रुपए अभी तक जमा नहीं हुआ। Kripya jald samadhan karein.,Banking & Financial Services
GRV101840,"छात्र का प्रमाण पत्र Napier Town स्कूल से 20 din से नहीं मिल रहा, दाखिले में दिक्कत हो रही है। Sadar naman.",Education & Schools
GRV100903,"सेवानिवृत्ति के बाद पेंशन खाता Ward 12 में अपडेट नहीं हुआ, 15 din से चक्कर काट रहे हैं।",Pension & Provident Fund
GRV101719,"Namaste sir, सरकारी अस्पताल Napier Town में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है। कृपया जल्द कार्रवाई करें।",Healthcare & Hospitals
GRV102233,"मेरे खाते से 500 रुपए गलत तरीके से कट गए Nagpur शाखा से, वापस दिलवाएं। Sadar naman.",Banking & Financial Services
GRV102873,"महोदय, Overtime paisa 10000 rupaye Civil Lines factory se 10 din se nahi mila, HR jawab nahi de raha. Bahut pareshaan hain hum log.",Employment & Labour
GRV102662,"महोदय, सरकारी दफ्तर Kotwali area में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती। Bahut pareshaan hain hum log.",Corruption & Bribery
GRV102933,"आय प्रमाण पत्र Patna कार्यालय से 1 hafta में नहीं बना, बार बार चक्कर लगवाया जा रहा है। Otherwise we will protest.",Municipal Certificates
GRV100815,"पेंशन फॉर्म में गलत बैंक खाता नंबर दर्ज हो गया है, कृपया सुधार करें। Sadar naman.",Pension & Provident Fund
GRV102299,"Respected Sir, ATM Nagpur mein 3 din se kharab hai, paise nahi nikal pa raha koi. Bahut pareshaan hain hum log.",Banking & Financial Services
GRV100109,"Namaste sir, Water supply valve Adhartal colony mein kharab hai, sirf ek ghanta paani aata hai roz. Thank you.",Water Supply
GRV102466,"Inspector Patna area mein business license ke liye bribe maang raha hai, video proof available hai. Otherwise we will protest.",Corruption & Bribery
GRV102070,"Respected Sir, Ration card Ward 12 mein digitally seeded nhi h, isliye anaj milna band ho gaya hai. Kripya jald samadhan karein.",Ration & Public Distribution System
GRV100953,"Dear officer, PF withdrawal request one week se pending hai, office se koi response nahi mil raha. कृपया जल्द कार्रवाई करें।",Pension & Provident Fund
GRV100896,"महोदय, PF withdrawal request 20 din se pending hai, office se koi response nhi mil raha. कृपया जल्द कार्रवाई करें।",Pension & Provident Fund
GRV100384,"Respected Sir, बिजली का बिल 3000 रुपए गलत आया है Indore पते पर, इसे ठीक करवाएं। Kripya jald samadhan karein.",Electricity
GRV100123,"Namaste sir, जल संकट Ward 12 क्षेत्र में 15 din से गंभीर बना हुआ है, पानी के लिए दूर तक जाना पड़ रहा है। कृपया जल्द कार्रवाई करें।",Water Supply
GRV100131,There has been no water supply in Adhartal for the last 1 hafta. Please resolve urgently. Thank you.,Water Supply
GRV101729,"महोदय, Ambulance Madan Mahal bulane par 2 hafte ghante late aayi, emergency case tha.",Healthcare & Hospitals
GRV102419,बैंक Napier Town में सरकारी योजना का पैसा 500 रुपए अभी तक जमा नहीं हुआ। कृपया जल्द कार्रवाई करें।,Banking & Financial Services
GRV100357,"Respected Sir, नया बिजली कनेक्शन Madan Mahal में 15 din से पेंडिंग है, आवेदन के बावजूद बिजली विभाग जवाब नहीं दे रहा। Kripya jald samadhan karein.",Electricity
GRV102234,"Respected Sir, ATM Sector 7 mein 3 days se kharab hai, paise nhi nikal pa raha koi. Sadar naman.",Banking & Financial Services
GRV103034,"Dear officer, OBC certificate Nagpur tehsil se renew karwana tha, 15 din se application stuck h portal par. Bahut pareshaan hain hum log.",Municipal Certificates
GRV102772,"महोदय, Overtime paisa 2000 rupaye Adhartal factory se 1 mahine se nahi mila, HR jawab nahi de raha.",Employment & Labour
GRV100420,"Respected Sir, Road construction work Adhartal mein adhura pada hai 20 din se, traffic jam ho raha hai. Sadar naman.",Roads & Infrastructure
GRV103017,"Respected Sir, प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Raipur नगर निगम से, correction ke liye baar baar chakkar. Please take urgent action.",Municipal Certificates
GRV100572,"Footpath Bhopal mein encroachment ho gaya hai, pedestrians ko sadak par chalna padta hai. Otherwise we will protest.",Roads & Infrastructure
GRV100915,"Sir/Madam, मेरी पीएफ की राशि 2000 रुपए अभी तक ट्रांसफर नहीं हुई, 20 din हो गए आवेदन दिए। Sadar naman.",Pension & Provident Fund
GRV101004,"महोदय, पेंशनर सत्यापन Kanpur में हर साल परेशानी देता है, इस बार 3 days से पेंशन रुकी हुई है। Sadar naman.",Pension & Provident Fund
GRV101127,"भू-अभिलेख में गलती है, कृपया तहसीलदार Raipur को निर्देश दें ठीक करने का। Bahut pareshaan hain hum log.",Land Records & Revenue
GRV103038,"प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Patna नगर निगम से, correction ke liye baar baar chakkar.",Municipal Certificates
GRV100103,"हैंडपंप Ranchi में खराब पड़ा है 20 din से, गांव में पानी की भारी किल्लत है। Thank you.",Water Supply
GRV100457,"Respected Sir, पुलिया Nagpur में बारिश में डूब जाती है हर साल, स्थायी समाधान चाहिए। कृपया जल्द कार्रवाई करें।",Roads & Infrastructure
GRV102620,सरकारी दफ्तर Bhopal में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती। Kripya jald samadhan karein.,Corruption & Bribery
GRVM9100000,"महोदय, त्योहार के पटाखों से Kotwali में बहुत प्रदूषण और शोर हो रहा है. Please take urgent action.",Misc / Other
GRVM9100001,"Sir/Madam, Government helpline number Kachehri Road ka kaam nahi kar raha, koi uthata nahi call. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100002,"लाउडस्पीकर पर तेज़ आवाज़ में भजन देर रात तक बज रहा है Shastri Nagar में, नींद नहीं आती. Sadar naman.",Misc / Other
GRVM9100003,"Respected Sir, Mobile network Kotwali mein two weeks se se bahut kharab hai, call drop hoti rehti hai. Bahut pareshaan hain hum log.",Misc / Other
GRVM9100004,"Respected Sir, ऑनलाइन ठगी हुई है Suman Devi के साथ, OTP से पैसे काट लिए गए. Please take urgent action.",Misc / Other
GRVM9100005,"Respected Sir, Ek private company ne Ramesh Kumar se saman becha but wapas nahi le rahe, refund nahi mil raha. Please take urgent action.",Misc / Other
GRVM9100006,"Sir/Madam, पड़ोसी Model Town में रोज झगड़ा करते हैं, पुलिस को बताया पर कोई एक्शन नहीं हुआ. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100007,"Sir/Madam, सरकारी हेल्पलाइन नंबर Model Town का काम नहीं कर रहा. Sadar naman.",Misc / Other
GRVM9100008,"Namaste sir, Online par Anita Sharma ke saath fraud hua hai, paise kata liye OTP se, complaint darj karni hai. Thank you.",Misc / Other
GRVM9100009,"महोदय, सरकारी हेल्पलाइन नंबर Jaipur का काम नहीं कर रहा.",Misc / Other
GRVM9100010,"Sir/Madam, पड़ोसी Kachehri Road में रोज झगड़ा करते हैं, पुलिस को बताया पर कोई एक्शन नहीं हुआ. Thank you.",Misc / Other
GRVM9100011,"महोदय, Aawara saanadon ka aatank Ward 12 mein badh gaya hai, fasal barbaad ho rahi hai. Bahut pareshaan hain hum log.",Misc / Other
GRVM9100012,"Namaste sir, Bina permission ke illegal construction Ward 12 mein ho raha hai, humari building ko khatra hai. Kripya jald samadhan karein.",Misc / Other
GRVM9100013,"Mobile network Kachehri Road mein 15 din se se bahut kharab hai, call drop hoti rehti hai. Sadar naman.",Misc / Other
GRVM9100014,"Sir/Madam, एक निजी कंपनी ने सामान बेचा लेकिन वापस नहीं ले रहे, रिफंड नहीं मिल रहा. Please take urgent action.",Misc / Other
GRVM9100015,"Respected Sir, Sadak par illegal parking 3 days se se ho rahi hai Civil Lines mein, traffic jam lagta hai roz.",Misc / Other
GRVM9100016,सामान्य शिकायत: Kachehri Road में प्रशासन ध्यान नहीं दे रहा है. Otherwise we will protest.,Misc / Other
GRVM9100017,"Respected Sir, त्योहार के पटाखों से Model Town में बहुत प्रदूषण और शोर हो रहा है. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100018,"Namaste sir, Weather app aur mausam vibhag ki galat jaankari se Suman Devi ko nuksan hua khet mein. Thank you.",Misc / Other
GRVM9100019,"Respected Sir, Sadak par illegal parking two weeks se se ho rahi hai Gwalior mein, traffic jam lagta hai roz. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100020,"महोदय, Factory se aane wala dhuan aur awaaz Model Town mein pollution kar raha hai, saans lene mein takleef. Please take urgent action.",Misc / Other
GRVM9100021,"Respected Sir, Loudspeaker par tez awaaz mein bhajan/azaan a month se raat 12 baje tak chal raha Jaipur mein, neend nahi aati. Kripya jald samadhan karein.",Misc / Other
GRVM9100022,"Online par Deepak Chouhan ke saath fraud hua hai, paise kata liye OTP se, complaint darj karni hai. Thank you.",Misc / Other
GRVM9100023,"Sir/Madam, अवैध खनन हो रहा है Ranchi के पास नदी किनारे. Thank you.",Misc / Other
GRVM9100024,"Sir/Madam, मोबाइल नेटवर्क Patna में बहुत खराब है, कॉल बार बार कट जाती है. Please take urgent action.",Misc / Other
GRVM9100025,"Namaste sir, Illegal mining ho rahi hai Napier Town ke paas nadi kinare, gaon walon ko khatra hai. Please take urgent action.",Misc / Other
GRVM9100026,सामान्य शिकायत: Gandhi Nagar में प्रशासन ध्यान नहीं दे रहा है.,Misc / Other
GRVM9100027,"Sir/Madam, Mobile network Civil Lines mein 10 din se se bahut kharab hai, call drop hoti rehti hai. Sadar naman.",Misc / Other
GRVM9100028,"Sir/Madam, Ek private company ne Suman Devi se saman becha but wapas nahi le rahe, refund nahi mil raha. Sadar naman.",Misc / Other
GRVM9100029,"महोदय, मौसम विभाग की गलत जानकारी से Deepak Chouhan को नुकसान हुआ खेत में.",Misc / Other
GRVM9100030,"Sir/Madam, Sadak par illegal parking one week se se ho rahi hai Kotwali mein, traffic jam lagta hai roz.",Misc / Other
GRVM9100031,"महोदय, मुझे नहीं पता किस विभाग से संपर्क करूं, Kachehri Road में एक समस्या है. Kripya jald samadhan karein.",Misc / Other
GRVM9100032,"महोदय, Mausam kharab hone se Ramesh Kumar ke ghar ki chhat gir gayi, muawza chahiye. Sadar naman.",Misc / Other
GRVM9100033,"Respected Sir, Aawara kutton ka jhund Kotwali mein bahut hai, one week se ek bachcha kaat liya.",Misc / Other
GRVM9100034,"Namaste sir, सड़क पर अवैध पार्किंग Sector 7 में हो रही है, रोज ट्रैफिक जाम लगता है. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100035,"Aawara saanadon ka aatank Shastri Nagar mein badh gaya hai, fasal barbaad ho rahi hai. Please take urgent action.",Misc / Other
GRVM9100036,"Sir/Madam, फुटपाथ पर ठेले वालों ने कब्जा कर लिया है Jaipur में, पैदल चलना मुश्किल. Thank you.",Misc / Other
GRVM9100037,"Cable/DTH operator ne bina notice bill badha diya Ashok Vihar mein, 3 days se se complaint kar rahe hain. Bahut pareshaan hain hum log.",Misc / Other
GRVM9100038,"Respected Sir, ऑनलाइन ठगी हुई है Rajesh Verma के साथ, OTP से पैसे काट लिए गए. Kripya jald samadhan karein.",Misc / Other
GRVM9100039,"Sir/Madam, Government helpline number Sadar Bazaar ka kaam nahi kar raha, koi uthata nahi call.",Misc / Other
GRVM9100040,"Society ke maintenance paise ka hisaab nahi mil raha Adhartal mein, committee jawab nahi de rahi. Otherwise we will protest.",Misc / Other
GRVM9100041,"Namaste sir, Sadak par illegal parking 10 din se se ho rahi hai Jaipur mein, traffic jam lagta hai roz. Kripya jald samadhan karein.",Misc / Other
GRVM9100042,"Sir/Madam, Purane ped ko bina wajah kaat diya gaya Model Town mein, paryavaran ko nuksan ho raha hai. Kripya jald samadhan karein.",Misc / Other
GRVM9100043,"Namaste sir, ऑनलाइन ठगी हुई है Rajesh Verma के साथ, OTP से पैसे काट लिए गए. Thank you.",Misc / Other
GRVM9100044,"Sir/Madam, अवैध खनन हो रहा है Kotwali के पास नदी किनारे. Please take urgent action.",Misc / Other
GRVM9100045,"Namaste sir, Diwali/festival ke patakhon se Kotwali mein bahut pollution aur shor ho raha hai raaton ko. Kripya jald samadhan karein.",Misc / Other
GRVM9100046,Diwali/festival ke patakhon se Gwalior mein bahut pollution aur shor ho raha hai raaton ko. कृपया जल्द कार्रवाई करें।,Misc / Other
GRVM9100047,"फैक्ट्री से आने वाला धुआं Indore में प्रदूषण कर रहा है, सांस लेने में तकलीफ. Kripya jald samadhan karein.",Misc / Other
GRVM9100048,"Namaste sir, मौसम खराब होने से Ramesh Kumar के घर की छत गिर गई, मुआवज़ा चाहिए. Thank you.",Misc / Other
GRVM9100049,सरकारी हेल्पलाइन नंबर Adhartal का काम नहीं कर रहा. Kripya jald samadhan karein.,Misc / Other
GRVM9100050,"महोदय, Mobile network Gwalior mein 5 din se se bahut kharab hai, call drop hoti rehti hai. Bahut pareshaan hain hum log.",Misc / Other
GRVM9100051,"Sir/Madam, Mausam kharab hone se Mohd. Salim ke ghar ki chhat gir gayi, muawza chahiye. Sadar naman.",Misc / Other
GRVM9100052,"Namaste sir, Aawara saanadon ka aatank Napier Town mein badh gaya hai, fasal barbaad ho rahi hai. Otherwise we will protest.",Misc / Other
GRVM9100053,"Namaste sir, मोबाइल नेटवर्क Sector 7 में बहुत खराब है, कॉल बार बार कट जाती है. Please take urgent action.",Misc / Other
GRVM9100054,"Sir/Madam, Online par Anita Sharma ke saath fraud hua hai, paise kata liye OTP se, complaint darj karni hai. Please take urgent action.",Misc / Other
GRVM9100055,"ऑनलाइन ठगी हुई है Suman Devi के साथ, OTP से पैसे काट लिए गए. Sadar naman.",Misc / Other
GRVM9100056,"Respected Sir, Ek private company ne Suman Devi se saman becha but wapas nahi le rahe, refund nahi mil raha. Thank you.",Misc / Other
GRVM9100057,"Namaste sir, ऑनलाइन ठगी हुई है Deepak Chouhan के साथ, OTP से पैसे काट लिए गए. Sadar naman.",Misc / Other
GRVM9100058,"Namaste sir, Loudspeaker par tez awaaz mein bhajan/azaan 1 mahine se raat 12 baje tak chal raha Nagpur mein, neend nahi aati. Otherwise we will protest.",Misc / Other
GRVM9100059,"महोदय, Government helpline number Ward 12 ka kaam nahi kar raha, koi uthata nahi call. Sadar naman.",Misc / Other
GRVM9100060,"Government helpline number Gwalior ka kaam nahi kar raha, koi uthata nahi call. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100061,"Respected Sir, एलपीजी सिलेंडर की डिलीवरी Civil Lines में देर से हो रही है, डीलर ज्यादा पैसे भी लेता है.",Misc / Other
GRVM9100062,"Namaste sir, सरकारी हेल्पलाइन नंबर Gandhi Nagar का काम नहीं कर रहा. Bahut pareshaan hain hum log.",Misc / Other
GRVM9100063,"महोदय, Loudspeaker par tez awaaz mein bhajan/azaan 15 din se raat 12 baje tak chal raha Napier Town mein, neend nahi aati. Kripya jald samadhan karein.",Misc / Other
GRVM9100064,"Respected Sir, आवारा कुत्तों का झुंड Gandhi Nagar में बहुत है, 3 days se एक बच्चे को काट लिया. Thank you.",Misc / Other
GRVM9100065,"महोदय, Illegal mining ho rahi hai Gandhi Nagar ke paas nadi kinare, gaon walon ko khatra hai. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100066,"Sir/Madam, Factory se aane wala dhuan aur awaaz Napier Town mein pollution kar raha hai, saans lene mein takleef. Thank you.",Misc / Other
GRVM9100067,"Factory se aane wala dhuan aur awaaz Sadar Bazaar mein pollution kar raha hai, saans lene mein takleef. Sadar naman.",Misc / Other
GRVM9100068,"Namaste sir, Mujhe pata nahi kis department se sampark karu, Gwalior mein ek samasya hai jo kisi list mein fit nahi hoti. Thank you.",Misc / Other
GRVM9100069,"Namaste sir, त्योहार के पटाखों से Shastri Nagar में बहुत प्रदूषण और शोर हो रहा है.",Misc / Other
GRVM9100070,"Namaste sir, Loudspeaker par tez awaaz mein bhajan/azaan 15 din se raat 12 baje tak chal raha Napier Town mein, neend nahi aati. Please take urgent action.",Misc / Other
GRVM9100071,"Sir/Madam, सड़क पर अवैध पार्किंग Ward 12 में हो रही है, रोज ट्रैफिक जाम लगता है. Sadar naman.",Misc / Other
GRVM9100072,"महोदय, मौसम खराब होने से Ramesh Kumar के घर की छत गिर गई, मुआवज़ा चाहिए. Sadar naman.",Misc / Other
GRVM9100073,"Respected Sir, Padosi Malviya Nagar mein roz jhagda karte hain, police ko bataya par koi action nahi. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100074,"Respected Sir, एक निजी कंपनी ने सामान बेचा लेकिन वापस नहीं ले रहे, रिफंड नहीं मिल रहा. Thank you.",Misc / Other
GRVM9100075,"Respected Sir, Online par Anita Sharma ke saath fraud hua hai, paise kata liye OTP se, complaint darj karni hai. Kripya jald samadhan karein.",Misc / Other
GRVM9100076,"Purane ped ko bina wajah kaat diya gaya Ashok Vihar mein, paryavaran ko nuksan ho raha hai. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100077,"Sir/Madam, Loudspeaker par tez awaaz mein bhajan/azaan one week se raat 12 baje tak chal raha Indore mein, neend nahi aati. Otherwise we will protest.",Misc / Other
GRVM9100078,"Respected Sir, पड़ोसी Sadar Bazaar में रोज झगड़ा करते हैं, पुलिस को बताया पर कोई एक्शन नहीं हुआ. Otherwise we will protest.",Misc / Other
GRVM9100079,"मौसम खराब होने से Ramesh Kumar के घर की छत गिर गई, मुआवज़ा चाहिए. कृपया जल्द कार्रवाई करें।",Misc / Other
GRVM9100080,"महोदय, एक निजी कंपनी ने सामान बेचा लेकिन वापस नहीं ले रहे, रिफंड नहीं मिल रहा. Thank you.",Misc / Other
GRVM9100081,"Sir/Madam, Aawara kutton ka jhund Napier Town mein bahut hai, a month se ek bachcha kaat liya. Thank you.",Misc / Other
